# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	M	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	PCR	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	assay_name	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_conc	dna_conc_unit	dna_yield	dna_yield_unit
GOMECC4_27N_Sta4_Deep_C	sample			GOMECC4_27N_Sta4_Deep					-79.859	26.994					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T19:47-04:00				marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1980	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1980	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		267	267	278		10.082	0.0323		7.86		35.251								2207.87	µmol/kg							124.018	µmol/kg																					25.7345	µmol/kg	0.01269	µmol/kg									0.6307	µmol/kg	97.1223	µmol/kg	1.38E-08	M	25.7472	µmol/kg	1.379	640	µatm	1.60407	µmol/kg	269	dbar	15.1552	µmol/kg	2324.89	µmol/kg	4.6367	GOMECC4_011	27N	Sta4	not provided	3	C	Plate4_59	GOMECC2021_Plate4	59	C8	SAMN37516101	seawater metagenome		0.2083	ng/µl	31.245	ng
GOMECC4_27N_Sta4_DCM_A	sample			GOMECC4_27N_Sta4_DCM					-79.859	26.994					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T19:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1960	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1960	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		73	73	278		24.389	0.0436		8.022		36.469								2099.38	µmol/kg							196.489	µmol/kg																					0.10632	µmol/kg	0.15217	µmol/kg									0.43211	µmol/kg	210.665	µmol/kg	9.51E-09	M	0.25849	µmol/kg	3.323	440	µatm	0.04097	µmol/kg	74	dbar	1.82892	µmol/kg	2399.02	µmol/kg	4.6386	GOMECC4_012	27N	Sta4	not provided	10	A	Plate4_56	GOMECC2021_Plate4	56	H7	SAMN37516102	seawater metagenome		3.555	ng/µl	533.25	ng
GOMECC4_27N_Sta4_DCM_B	sample			GOMECC4_27N_Sta4_DCM					-79.859	26.994					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T19:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2020	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2020	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		73	73	278		24.389	0.0436		8.022		36.469								2099.38	µmol/kg							196.489	µmol/kg																					0.10632	µmol/kg	0.15217	µmol/kg									0.43211	µmol/kg	210.665	µmol/kg	9.51E-09	M	0.25849	µmol/kg	3.323	440	µatm	0.04097	µmol/kg	74	dbar	1.82892	µmol/kg	2399.02	µmol/kg	4.6367	GOMECC4_013	27N	Sta4	not provided	10	B	Plate4_50	GOMECC2021_Plate4	50	B7	SAMN37516103	seawater metagenome		2.984	ng/µl	447.6	ng
GOMECC4_27N_Sta4_DCM_C	sample			GOMECC4_27N_Sta4_DCM					-79.859	26.994					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T19:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2300	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2300	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		73	73	278		24.389	0.0436		8.022		36.469								2099.38	µmol/kg							196.489	µmol/kg																					0.10632	µmol/kg	0.15217	µmol/kg									0.43211	µmol/kg	210.665	µmol/kg	9.51E-09	M	0.25849	µmol/kg	3.323	440	µatm	0.04097	µmol/kg	74	dbar	1.82892	µmol/kg	2399.02	µmol/kg	4.6386	GOMECC4_014	27N	Sta4	not provided	10	C	Plate4_45	GOMECC2021_Plate4	45	E6	SAMN37516104	seawater metagenome	PM cast.	1.822	ng/µl	273.3	ng
GOMECC4_27N_Sta4_Surface_A	sample			GOMECC4_27N_Sta4_Surface					-79.859	26.994					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T19:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2080	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2080	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		2	2	278		29.389	0.0343		8.045		35.1								2021.31	µmol/kg							196.399	µmol/kg																					0.07518	µmol/kg	0.00488	µmol/kg									0.42474	µmol/kg	230.952	µmol/kg	9.02E-09	M	0.08007	µmol/kg	3.982	407	µatm	0.00586	µmol/kg	2	dbar	1.33377	µmol/kg	2366.3	µmol/kg	4.6963	GOMECC4_015	27N	Sta4	not provided	17	A	Plate4_24	GOMECC2021_Plate4	24	H3	SAMN37516105	seawater metagenome		2.415	ng/µl	362.25	ng
GOMECC4_27N_Sta4_Surface_B	sample			GOMECC4_27N_Sta4_Surface					-79.859	26.994					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T19:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2100	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2100	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		2	2	278		29.389	0.0343		8.045		35.1								2021.31	µmol/kg							196.399	µmol/kg																					0.07518	µmol/kg	0.00488	µmol/kg									0.42474	µmol/kg	230.952	µmol/kg	9.02E-09	M	0.08007	µmol/kg	3.982	407	µatm	0.00586	µmol/kg	2	dbar	1.33377	µmol/kg	2366.3	µmol/kg	4.6963	GOMECC4_016	27N	Sta4	not provided	17	B	Plate4_32	GOMECC2021_Plate4	32	H4	SAMN37516106	seawater metagenome		0.8617	ng/µl	129.255	ng
GOMECC4_27N_Sta4_Surface_C	sample			GOMECC4_27N_Sta4_Surface					-79.859	26.994					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T19:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2000	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2000	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		2	2	278		29.389	0.0343		8.045		35.1								2021.31	µmol/kg							196.399	µmol/kg																					0.07518	µmol/kg	0.00488	µmol/kg									0.42474	µmol/kg	230.952	µmol/kg	9.02E-09	M	0.08007	µmol/kg	3.982	407	µatm	0.00586	µmol/kg	2	dbar	1.33377	µmol/kg	2366.3	µmol/kg	4.6963	GOMECC4_017	27N	Sta4	not provided	17	C	Plate4_27	GOMECC2021_Plate4	27	C4	SAMN37516107	seawater metagenome		1.826	ng/µl	273.9	ng
GOMECC4_27N_Sta6_Deep_A	sample			GOMECC4_27N_Sta6_Deep					-79.987	26.991					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T23:45-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1940	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1940	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		52	52	58		20.826	0.0371		7.984		36.193								2138.85	µmol/kg							161.661	µmol/kg																					6.01715	µmol/kg	0.47899	µmol/kg									0.84092	µmol/kg	167.259	µmol/kg	1.04E-08	M	6.49614	µmol/kg	2.733	491	µatm	0.40095	µmol/kg	53	dbar	4.87772	µmol/kg	2384.19	µmol/kg	4.6276	GOMECC4_018	27N	Sta6	not provided	3	A	Plate4_51	GOMECC2021_Plate4	51	C7	SAMN37516108	seawater metagenome		2.159	ng/µl	323.85	ng
GOMECC4_27N_Sta6_Deep_B	sample			GOMECC4_27N_Sta6_Deep					-79.987	26.991					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T23:45-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1720	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1720	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		52	52	58		20.826	0.0371		7.984		36.193								2138.85	µmol/kg							161.661	µmol/kg																					6.01715	µmol/kg	0.47899	µmol/kg									0.84092	µmol/kg	167.259	µmol/kg	1.04E-08	M	6.49614	µmol/kg	2.733	491	µatm	0.40095	µmol/kg	53	dbar	4.87772	µmol/kg	2384.19	µmol/kg	4.6067	GOMECC4_019	27N	Sta6	not provided	3	B	Plate4_61	GOMECC2021_Plate4	61	E8	SAMN37516109	seawater metagenome		1.802	ng/µl	270.3	ng
GOMECC4_27N_Sta6_Deep_C	sample			GOMECC4_27N_Sta6_Deep					-79.987	26.991					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T23:45-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1940	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1940	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		52	52	58		20.826	0.0371		7.984		36.193								2138.85	µmol/kg							161.661	µmol/kg																					6.01715	µmol/kg	0.47899	µmol/kg									0.84092	µmol/kg	167.259	µmol/kg	1.04E-08	M	6.49614	µmol/kg	2.733	491	µatm	0.40095	µmol/kg	53	dbar	4.87772	µmol/kg	2384.19	µmol/kg	4.6276	GOMECC4_020	27N	Sta6	not provided	3	C	Plate4_55	GOMECC2021_Plate4	55	G7	SAMN37516110	seawater metagenome		2.094	ng/µl	314.1	ng
GOMECC4_27N_Sta6_DCM_A	sample			GOMECC4_27N_Sta6_DCM					-79.987	26.991					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T23:45-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1960	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1960	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		29	29	58		29.061	0.0375		7.985		35.733								2068.01	µmol/kg							188.4	µmol/kg																					0.39035	µmol/kg	0.03416	µmol/kg									0.54453	µmol/kg	210.762	µmol/kg	1.04E-08	M	0.4245	µmol/kg	3.587	482	µatm	0.06246	µmol/kg	29	dbar	1.22569	µmol/kg	2379.39	µmol/kg	4.6067	GOMECC4_021	27N	Sta6	not provided	7	A	Plate4_47	GOMECC2021_Plate4	47	G6	SAMN37516111	seawater metagenome		2.019	ng/µl	302.85	ng
GOMECC4_27N_Sta6_DCM_B	sample			GOMECC4_27N_Sta6_DCM					-79.987	26.991					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T23:45-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1940	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1940	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		29	29	58		29.061	0.0375		7.985		35.733								2068.01	µmol/kg							188.4	µmol/kg																					0.39035	µmol/kg	0.03416	µmol/kg									0.54453	µmol/kg	210.762	µmol/kg	1.04E-08	M	0.4245	µmol/kg	3.587	482	µatm	0.06246	µmol/kg	29	dbar	1.22569	µmol/kg	2379.39	µmol/kg	4.6276	GOMECC4_022	27N	Sta6	not provided	7	B	Plate4_57	GOMECC2021_Plate4	57	A8	SAMN37516112	seawater metagenome	AM cast.	2.006	ng/µl	300.9	ng
GOMECC4_27N_Sta6_DCM_C	sample			GOMECC4_27N_Sta6_DCM					-79.987	26.991					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T23:45-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1880	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1880	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		29	29	58		29.061	0.0375		7.985		35.733								2068.01	µmol/kg							188.4	µmol/kg																					0.39035	µmol/kg	0.03416	µmol/kg									0.54453	µmol/kg	210.762	µmol/kg	1.04E-08	M	0.4245	µmol/kg	3.587	482	µatm	0.06246	µmol/kg	29	dbar	1.22569	µmol/kg	2379.39	µmol/kg	4.6067	GOMECC4_023	27N	Sta6	not provided	7	C	Plate4_65	GOMECC2021_Plate4	65	A9	SAMN37516113	seawater metagenome		1.418	ng/µl	212.7	ng
GOMECC4_27N_Sta6_Surface_A	sample			GOMECC4_27N_Sta6_Surface					-79.987	26.991					USA: Atlantic Ocean, east of Florida (27 N)	2021-09-14T23:45-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1980	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1980	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		4	4	58		29.804	0.0367		8.021		35.461								2034.3	µmol/kg							194.292	µmol/kg																					0.05564	µmol/kg	0.00976	µmol/kg									0.46168	µmol/kg	229.114	µmol/kg	9.53E-09	M	0.0654	µmol/kg	3.895	435	µatm	0.03514	µmol/kg	4	dbar	0.93313	µmol/kg	2371.52	µmol/kg	4.6207	GOMECC4_024	27N	Sta6	not provided	12	A	Plate4_58	GOMECC2021_Plate4	58	B8	SAMN37516114	seawater metagenome		2.197	ng/µl	329.55	ng
